data	iloœæ wody dop³yw	suma w zbiorniku po pó³nocy	po odlaniu 	suma w zbiorniku o 8.00	z1	z2	z3									
11.10.2015	12236	851325	851325	834298			834299									
12.10.2015	10779	846534	846534	829603			829604									
13.10.2015	11721	840382	840382	823574			823575									
14.10.2015	9962	835295	835295	818589			818590									
15.10.2015	7671	828551	828551	811979			811980									
16.10.2015	9044	819650	819650	803257			803257									
17.10.2015	6902	812301	812301	796054			796055									
18.10.2015	11443	802956	802956	786896			786897									
19.10.2015	10992	798339	798339	782372			782373									
20.10.2015	7208	793364	793364	777496			777497									
21.10.2015	12545	784704	784704	769009			769010									
22.10.2015	11415	781554	781554	765922			765923									
23.10.2015	14081	777337	777337	761790			761791									
24.10.2015	10899	775871	775871	760353			760354									
25.10.2015	10668	771252	771252	755826			755827									
26.10.2015	8468	766494	766494	751164			751165									
27.10.2015	16468	759632	759632	744439			744440									
28.10.2015	12029	760907	760907	745688			745689									
29.10.2015	10858	757717	757717	742562			742563									
30.10.2015	11348	753420	753420	738351			738352									
31.10.2015	15171	749699	749699	734705			734706									
01.11.2015	10762	749876	749876	734878			734879									
02.11.2015	14908	745640	745640	730727			730728									
03.11.2015	12461	745635	745635	730722			730723									
04.11.2015	14186	743183	743183	728319			728320									
05.11.2015	14674	742505	742505	727654			727655									
06.11.2015	11348	742328	742328	727481			727482									
07.11.2015	12147	738829	738829	724052			724053									
08.11.2015	13297	736199	736199	721475			721476									
09.11.2015	13183	734772	734772	720076			720077									
10.11.2015	13538	733259	733259	718593			718594									
11.11.2015	15261	732131	732131	717488			717489									
12.11.2015	13052	732749	732749	718094			718095									
13.11.2015	12667	731146	731146	716523			716524									
14.11.2015	11219	729190	729190	714606			714607									
15.11.2015	8099	725825	725825	711308			711309									
16.11.2015	10955	719407	719407	705018			705019									
17.11.2015	11812	715973	715973	701653			701654									
18.11.2015	14028	713465	713465	699195			699196									
19.11.2015	14897	713223	713223	698958			698959									
20.11.2015	11452	713855	713855	699577			699578									
21.11.2015	15059	711029	711029	696808			696809									
22.11.2015	10022	711867	711867	697629			697630									
23.11.2015	9327	707651	707651	693497			693498									
24.11.2015	9485	702824	702824	688767			688768									
25.11.2015	10927	698252	698252	684286			684287									
26.11.2015	12428	695213	695213	681308			681309									
27.11.2015	12369	693736	693736	679861			679862									
28.11.2015	10560	692230	692230	678385			678386									
29.11.2015	11268	688945	688945	675166			675167									
30.11.2015	13206	686434	686434	672705			672706									
01.12.2015	12886	685911	685911	672192			672193									
02.12.2015	14648	685078	685078	671376			671377									
03.12.2015	12702	686024	686024	672303			672304									
04.12.2015	12682	685005	685005	671304			671305									
05.12.2015	11046	683986	683986	670306			670307									
06.12.2015	12408	681352	681352	667724			667725									
07.12.2015	14536	680132	680132	666529			666530									
08.12.2015	11870	681065	681065	667443			667444									
09.12.2015	12717	679313	679313	665726			665727									
10.12.2015	12893	678443	678443	664874			664875									
11.12.2015	13535	677767	677767	664211			664212									
12.12.2015	10539	677746	677746	664191			664192									
13.12.2015	8243	674730	674730	661235			661236									
14.12.2015	12586	669478	669478	656088			656089									
15.12.2015	9961	668674	668674	655300			655301									
16.12.2015	9997	665261	665261	651955			651956									
17.12.2015	7996	661952	661952	648712			648713									
18.12.2015	9991	656708	656708	643573			643574									
19.12.2015	11070	653564	653564	640492			640493									
20.12.2015	8561	651562	651562	638530			638531									
21.12.2015	8113	647091	647091	634149			634150									
22.12.2015	9658	642262	642262	629416			629417									
23.12.2015	11093	639074	639074	626292			626293									
24.12.2015	9206	637385	637385	624637			624638									
25.12.2015	6771	633843	633843	621166			621167									
26.12.2015	10578	627937	627937	615378			615379									
27.12.2015	8849	625956	625956	613436			613437									
28.12.2015	8976	622285	622285	609839			609840									
29.12.2015	5351	618815	618815	606438			606439									
30.12.2015	10119	611789	611789	599553			599554									
31.12.2015	9425	609672	609672	597478			597479									
01.01.2016	8773	606903	606903	594764			594765									
02.01.2016	6859	603537	603537	591466			591467									
03.01.2016	9319	598325	598325	586358			586359									
04.01.2016	4642	595677	595677	583763			583764									
05.01.2016	12040	588405	588405	576636			576637									
06.01.2016	8049	588676	588676	576902			576903									
07.01.2016	7668	584951	584951	573251			573252									
08.01.2016	7869	580919	580919	569300			569301									
09.01.2016	7381	577169	577169	565625			565626									
10.01.2016	6382	573006	573006	561545			561546									
11.01.2016	6384	567927	567927	556568			556569									
12.01.2016	8657	562952	562952	551692			551693									
13.01.2016	7561	560349	560349	549142			549143									
14.01.2016	5894	556703	556703	545568			545569									
15.01.2016	7986	551462	551462	540432			540433									
16.01.2016	9649	548418	548418	537449			537450									
17.01.2016	8416	547098	547098	536156			536157									
18.01.2016	9790	544572	544572	533680			533681									
19.01.2016	5956	543470	543470	532600			532601									
20.01.2016	7206	538556	538556	527784			527785									
21.01.2016	10144	534990	534990	524290			524291									
22.01.2016	9795	534434	534434	523745			523746									
23.01.2016	8184	533540	533540	522869			522870									
24.01.2016	6827	531053	531053	520431			520432									
25.01.2016	9668	527258	527258	516712			516713									
26.01.2016	4097	526380	526380	515852			515853									
27.01.2016	11087	519949	519949	509550			509551									
28.01.2016	4778	520637	520637	510224			510225									
29.01.2016	3322	515002	515002	504701			504702									
30.01.2016	6008	508023	508023	497862			497863									
31.01.2016	11096	503870	503870	493792			493793									
01.02.2016	6076	504888	504888	494790			494791									
02.02.2016	9717	500866	500866	490848			490849									
03.02.2016	9972	500565	500565	490553			490554									
04.02.2016	6890	500525	500525	490514			490515									
05.02.2016	8979	497404	497404	487455			487456									
06.02.2016	9850	496434	496434	486505			486506									
07.02.2016	4313	496355	496355	486427			486428									
08.02.2016	6938	490740	490740	480925			480926									
09.02.2016	6750	487863	487863	478105			478106									
10.02.2016	11386	484855	484855	475157			475158									
11.02.2016	11182	486543	486543	476812			476813									
12.02.2016	7046	487994	487994	478234			478235									
13.02.2016	8210	485280	485280	475574			475575									
14.02.2016	9456	483784	483784	474108			474109									
15.02.2016	6174	483564	483564	473892			473893									
16.02.2016	10261	480066	480066	470464			470465									
17.02.2016	7616	480725	480725	471110			471111									
18.02.2016	8881	478726	478726	469151			469152									
19.02.2016	5903	478032	478032	468471			468472									
20.02.2016	5840	474374	474374	464886			464887									
21.02.2016	7626	470726	470726	461311			461312									
22.02.2016	10542	468937	468937	459558			459559									
23.02.2016	8505	470100	470100	460698			460698									
24.02.2016	9259	469203	469203	459818			459819									
25.02.2016	7689	469077	469077	459695			459696									
26.02.2016	8596	467384	467384	458036			458037									
27.02.2016	5077	466632	466632	457299			457300									
28.02.2016	9011	462376	462376	453128			453129									
29.02.2016	7450	462139	462139	452896			452897									
01.03.2016	8954	460346	460346	451139			451140									
02.03.2016	6739	460093	460093	450891			450892									
03.03.2016	7191	457630	457630	448477			448478									
04.03.2016	5801	455668	455668	446554			446555									
05.03.2016	6309	452355	452355	443307			443308									
06.03.2016	10980	449616	449616	440623			440624									
07.03.2016	11953	451603	451603	442570			442571									
08.03.2016	8892	454523	454523	445432			445433									
09.03.2016	9371	454324	454324	445237			445238									
10.03.2016	9568	454608	454608	445515			445516									
11.03.2016	9022	455083	455083	445981			445982									
12.03.2016	11802	455003	455003	445902			445903									
13.03.2016	10600	457704	457704	448549			448550									
14.03.2016	10575	459149	459149	449966			449967									
15.03.2016	7453	460541	460541	451330			451331									
16.03.2016	7578	458783	458783	449607			449608									
17.03.2016	9232	457185	457185	448041			448042									
18.03.2016	13626	457273	457273	448127			448128									
19.03.2016	11028	461753	461753	452517			452518									
20.03.2016	12134	463545	463545	454274			454275									
21.03.2016	14110	466408	466408	457079			457080									
22.03.2016	15402	471189	471189	461765			461766									
23.03.2016	18397	477167	477167	467623			467624									
24.03.2016	17386	486020	486020	476299			476300									
25.03.2016	20425	493685	493685	483811			483812									
26.03.2016	23556	504236	504236	494151			494152									
27.03.2016	26043	517707	517707	507352			507353									
28.03.2016	26441	533395	533395	522727			522728									
29.03.2016	31276	549168	549168	538184			538185									
30.03.2016	33385	569460	569460	558070			558071									
31.03.2016	36273	591455	591455	579625			579626									
01.04.2016	38166	615898	615898	603580			603581									
02.04.2016	37916	641746	641746	628911			628912									
03.04.2016	42201	666827	666827	653490			653491									
04.04.2016	41909	695691	695691	681777			681778									
05.04.2016	43745	723686	723686	709212			709213									
06.04.2016	45559	752957	752957	737897			737898									
07.04.2016	45723	783456	783456	767786			767787									
08.04.2016	47258	813509	813509	797238			797239									
09.04.2016	46714	844496	844496	827606			827607									
10.04.2016	47288	874320	874320	856833			856834									
11.04.2016	47402	904121	904121	886038			886039									
12.04.2016	46687	933440	933440	914771			914772									
13.04.2016	46539	961458	961458	942228			942229									
14.04.2016	44671	988767	988767	968991			968992									
15.04.2016	45087	1013662	1000000	979726	1		993389									
16.04.2016	43669	1024813	1000000	979503	1		1004317									
17.04.2016	41797	1023172	1000000	979536	1		1002709									
18.04.2016	39574	1021333	1000000	979573	1		1000907									
19.04.2016	37000	1019147	1000000	979617	1		998765									
20.04.2016	36532	1016617	1000000	979667	1		996285									
21.04.2016	34026	1016199	1000000	979676	1		995876									
22.04.2016	30463	1013702	1000000	979725	1		993428									
23.04.2016	30314	1010188	1000000	979796	1		989985									
24.04.2016	25692	1010110	1000000	979797	1		989908									
25.04.2016	23273	1005489	1000000	979890	1		985380									
26.04.2016	23372	1003163	1000000	979936	1		983100									
27.04.2016	20952	1003308	1000000	979933	1		983242									
28.04.2016	18016	1000885	1000000	979982	1		980868									
29.04.2016	19482	997998	997998	978038			978039									
30.04.2016	15062	997520	997520	977569			977570									
01.05.2016	14746	992631	992631	972778			972779									
02.05.2016	16383	987524	987524	967773			967774									
03.05.2016	15666	984156	984156	964472			964473									
04.05.2016	13630	980138	980138	960535			960536									
05.05.2016	10363	974165	974165	954681			954682									
06.05.2016	11560	965044	965044	945743			945744									
07.05.2016	10185	957303	957303	938156			938157									
08.05.2016	7134	948341	948341	929374			929375									
09.05.2016	6879	936508	936508	917777			917778									
10.05.2016	7066	924656	924656	906162			906163									
11.05.2016	10080	913228	913228	894963			894964									
12.05.2016	8559	905043	905043	886942			886943									
13.05.2016	3682	895501	895501	877590			877591									
14.05.2016	6069	881272	881272	863646			863647									
15.05.2016	9333	869715	869715	852320			852321									
16.05.2016	5905	861653	861653	844419			844420									
17.05.2016	6686	850324	850324	833317			833318									
18.05.2016	4791	840003	840003	823202			823203									
19.05.2016	4293	827993	827993	811433			811434									
20.05.2016	7946	815726	815726	799411			799412									
21.05.2016	4715	807357	807357	791209			791210									
22.05.2016	6113	795924	795924	780005			780006									
23.05.2016	7516	786118	786118	770395			770396									
24.05.2016	7337	777911	777911	762352			762353									
25.05.2016	5714	769689	769689	754295			754296									
26.05.2016	4334	760009	760009	744808			744809									
27.05.2016	6820	749142	749142	734159			734160									
28.05.2016	6883	740979	740979	726159			726160									
29.05.2016	6345	733042	733042	718381			718382									
30.05.2016	5610	724726	724726	710231			710232									
31.05.2016	9369	715841	715841	701524			701525									
01.06.2016	10089	710893	710893	696675			696676									
02.06.2016	5772	706764	706764	692628			692629									
03.06.2016	5810	698400	698400	684432			684432									
04.06.2016	7460	690242	690242	676437			676438									
05.06.2016	8557	683897	683897	670219			670220									
06.06.2016	3851	678776	678776	665200			665201									
07.06.2016	6189	669051	669051	655669			655670									
08.06.2016	7133	661858	661858	648620			648621									
09.06.2016	5510	655753	655753	642637			642638									
10.06.2016	7136	648147	648147	635184			635185									
11.06.2016	6071	642320	642320	629473			629474									
12.06.2016	6226	635544	635544	622833			622834									
13.06.2016	4617	629059	629059	616477			616478									
14.06.2016	6125	621094	621094	608672			608673									
15.06.2016	3634	614797	614797	602501			602502									
16.06.2016	6650	606135	606135	594012			594013									
17.06.2016	4594	600662	600662	588648			588649									
18.06.2016	6502	593242	593242	581377			581378									
19.06.2016	4156	587879	587879	576121			576122									
20.06.2016	7026	580277	580277	568671			568672									
21.06.2016	14032	575697	575697	564183			564184									
22.06.2016	27701	578215	578215	566650			566651									
23.06.2016	44079	594351	594351	582463			582464									
24.06.2016	62565	626542	626542	614011			614012									
25.06.2016	84447	676576	676576	663044			663045									
26.06.2016	94422	747491	747491	732541			732542									
27.06.2016	97840	826963	826963	810423			810424									
28.06.2016	82130	908263	908263	890097			890098									
29.06.2016	61349	972227	972227	952782			952783									
30.06.2016	46455	1014131	1000000	979717	1		993849									
01.07.2016	23228	1026172	1000000	979476	1		1005649									
02.07.2016	13476	1002704	1000000	979945	1		982650									
03.07.2016	10045	993421	993421	973552			973553									
04.07.2016	5719	983597	983597	963925			963926									
05.07.2016	7382	969644	969644	950251			950252									
06.07.2016	7271	957633	957633	938480			938481									
07.07.2016	4456	945751	945751	926835			926836									
08.07.2016	3258	931291	931291	912665			912666									
09.07.2016	6033	915923	915923	897604			897605									
10.07.2016	5422	903637	903637	885564			885565									
11.07.2016	6185	890986	890986	873166			873167									
12.07.2016	6596	879351	879351	861763			861764									
13.07.2016	6164	868359	868359	850991			850992									
14.07.2016	4957	857155	857155	840011			840012									
15.07.2016	4575	844968	844968	828068			828069									
16.07.2016	8427	832643	832643	815990			815991									
17.07.2016	9265	824417	824417	807928			807929									
18.07.2016	5065	817193	817193	800849			800850									
19.07.2016	4603	805914	805914	789795			789796									
20.07.2016	7854	794398	794398	778510			778511									
21.07.2016	5450	786364	786364	770636			770637									
22.07.2016	6400	776086	776086	760564			760565									
23.07.2016	8844	766964	766964	751624			751625									
24.07.2016	9177	760468	760468	745258			745259									
25.07.2016	8438	754435	754435	739346			739347									
26.07.2016	4863	747784	747784	732828			732829									
27.07.2016	6300	737691	737691	722937			722938									
28.07.2016	5984	729237	729237	714652			714653									
29.07.2016	6823	720636	720636	706223			706224									
30.07.2016	4978	713046	713046	698785			698786									
31.07.2016	6192	703763	703763	689687			689688									
01.08.2016	5792	695879	695879	681961			681962									
02.08.2016	4928	687753	687753	673997			673998									
03.08.2016	6567	678925	678925	665346			665347									
04.08.2016	7188	671913	671913	658474			658475									
05.08.2016	4197	665662	665662	652348			652349									
06.08.2016	4222	656545	656545	643414			643415									
07.08.2016	5164	647636	647636	634683			634684									
08.08.2016	3894	639847	639847	627050			627051									
09.08.2016	7775	630944	630944	618325			618326									
10.08.2016	3722	626100	626100	613578			613578									
11.08.2016	8374	617300	617300	604954			604954									
12.08.2016	5938	613328	613328	601061			601062									
13.08.2016	3891	606999	606999	594859			594860									
14.08.2016	7456	598750	598750	586775			586775									
15.08.2016	8171	594231	594231	582346			582347									
16.08.2016	8095	590517	590517	578706			578707									
17.08.2016	4255	586801	586801	575064			575065									
18.08.2016	7237	579319	579319	567732			567733									
19.08.2016	7410	574969	574969	563469			563470									
20.08.2016	7413	570879	570879	559461			559462									
21.08.2016	5129	566874	566874	555536			555537									
22.08.2016	8120	560665	560665	549451			549452									
23.08.2016	3888	557571	557571	546419			546420									
24.08.2016	4671	550307	550307	539300			539301									
25.08.2016	4735	543971	543971	533091			533092									
26.08.2016	5936	537826	537826	527069			527070									
27.08.2016	7997	533005	533005	522344			522345									
28.08.2016	5438	530341	530341	519734			519735									
29.08.2016	7198	525172	525172	514668			514669									
30.08.2016	4247	521866	521866	511428			511429									
31.08.2016	4700	515675	515675	505361			505362									
01.09.2016	7670	510061	510061	499859			499860									
02.09.2016	3801	507529	507529	497378			497379									
03.09.2016	3353	501179	501179	491155			491156									
04.09.2016	3753	494508	494508	484617			484618									
05.09.2016	5309	488370	488370	478602			478603									
06.09.2016	7665	483911	483911	474232			474233									
07.09.2016	5242	481897	481897	472259			472260									
08.09.2016	4477	477501	477501	467950			467951									
09.09.2016	6699	472427	472427	462978			462979									
10.09.2016	6841	469677	469677	460283			460284									
11.09.2016	9275	467124	467124	457781			457782									
12.09.2016	8407	467056	467056	457714			457715									
13.09.2016	11662	466121	466121	456798			456799									
14.09.2016	15584	468460	468460	459090			459091									
15.09.2016	22749	474674	474674	465180			465181									
16.09.2016	28263	487929	487929	478170			478171									
17.09.2016	37998	506433	506433	496304			496305									
18.09.2016	41338	534302	534302	523615			523616									
19.09.2016	41905	564953	564953	553653			553654									
20.09.2016	39330	595558	595558	583646			583647									
21.09.2016	30983	622976	622976	610516			610517									
22.09.2016	22790	641499	641499	628669			628670									
23.09.2016	14368	651459	651459	638429			638430									
24.09.2016	10335	652797	652797	639741			639742									
25.09.2016	7874	650076	650076	637074			637075									
26.09.2016	7450	644948	644948	632049			632050									
27.09.2016	6914	639499	639499	626709			626710									
28.09.2016	6470	633623	633623	620950			620951									
29.09.2016	9166	627420	627420	614871			614872									
30.09.2016	9608	624037	624037	611556			611557									
01.10.2016	6990	621164	621164	608740			608741									
02.10.2016	9663	615730	615730	603415			603416									
03.10.2016	8018	613078	613078	600816			600817									
04.10.2016	6782	608834	608834	596657			596658									
05.10.2016	8869	603439	603439	591370			591371									
06.10.2016	9805	600239	600239	588234			588235									
07.10.2016	9033	598039	598039	586078			586079									
08.10.2016	8501	595111	595111	583208			583209									
09.10.2016	6636	591709	591709	579874			579875									
10.10.2016	6098	586510	586510	574779			574780									
11.10.2016	7579	580877	580877	569259			569260									
12.10.2016	8879	576838	576838	565301			565302									
13.10.2016	9581	574180	574180	562696			562697									
14.10.2016	8145	572277	572277	560831			560832									
15.10.2016	8835	568976	568976	557596			557597									
16.10.2016	9194	566431	566431	555102			555103									
17.10.2016	11935	564296	564296	553010			553011									
18.10.2016	10685	564945	564945	553646			553647									
19.10.2016	8688	564331	564331	553044			553045									
20.10.2016	12623	561732	561732	550497			550498									
21.10.2016	12955	563120	563120	551857			551858									
22.10.2016	10843	564812	564812	553515			553516									
23.10.2016	11031	564358	564358	553070			553071									
24.10.2016	12813	564101	564101	552818			552819									
25.10.2016	10358	565631	565631	554318			554319									
26.10.2016	11285	564676	564676	553382			553383									
27.10.2016	12171	564667	564667	553373			553374									
28.10.2016	10472	565544	565544	554233			554234									
29.10.2016	9097	564705	564705	553410			553411									
30.10.2016	10383	562507	562507	551256			551257									
31.10.2016	14026	561639	561639	550406			550407									
01.11.2016	14028	564432	564432	553143			553144									
02.11.2016	11855	567171	567171	555827			555828									
03.11.2016	12531	567682	567682	556328			556329									
04.11.2016	12355	568859	568859	557481			557482									
05.11.2016	13932	569836	569836	558439			558440									
06.11.2016	14412	572371	572371	560923			560924									
07.11.2016	10172	575335	575335	563828			563829									
08.11.2016	12030	574000	574000	562520			562520									
09.11.2016	12721	574550	574550	563059			563059									
10.11.2016	13898	575780	575780	564264			564265									
11.11.2016	12018	578162	578162	566598			566599									
12.11.2016	15981	578616	578616	567043			567044									
13.11.2016	14270	583024	583024	571363			571364									
14.11.2016	10620	585633	585633	573920			573921									
15.11.2016	11072	584540	584540	572849			572850									
16.11.2016	14267	583921	583921	572242			572243									
17.11.2016	14165	586509	586509	574778			574779									
18.11.2016	13300	588943	588943	577164			577165									
19.11.2016	12720	590464	590464	578654			578655									
20.11.2016	15320	591374	591374	579546			579547									
21.11.2016	12304	594866	594866	582968			582969									
22.11.2016	13415	595272	595272	583366			583367									
23.11.2016	11525	596781	596781	584845			584846									
24.11.2016	13958	596370	596370	584442			584443									
25.11.2016	15015	598400	598400	586432			586432									
26.11.2016	11625	601447	601447	589418			589419									
27.11.2016	14270	601043	601043	589022			589023									
28.11.2016	10979	603292	603292	591226			591227									
29.11.2016	9519	602205	602205	590160			590161									
30.11.2016	10484	599679	599679	587685			587686									
01.12.2016	9502	598169	598169	586205			586206									
02.12.2016	11339	595707	595707	583792			583793									
03.12.2016	10751	595131	595131	583228			583229									
04.12.2016	11732	593979	593979	582099			582100									
05.12.2016	11231	593831	593831	581954			581955									
06.12.2016	8505	593185	593185	581321			581322									
07.12.2016	11228	589826	589826	578029			578030									
08.12.2016	8468	589257	589257	577471			577472									
09.12.2016	8736	585939	585939	574220			574221									
10.12.2016	10354	582956	582956	571296			571297									
11.12.2016	10073	581650	581650	570017			570017									
12.12.2016	8463	580090	580090	568488			568489									
13.12.2016	6708	576951	576951	565411			565412									
14.12.2016	8372	572119	572119	560676			560677									
15.12.2016	8160	569048	569048	557667			557668									
16.12.2016	7449	565827	565827	554510			554511									
17.12.2016	7700	561959	561959	550719			550720									
18.12.2016	8627	558419	558419	547250			547251									
19.12.2016	11024	555877	555877	544759			544760									
20.12.2016	5839	555783	555783	544667			544668									
21.12.2016	7228	550506	550506	539495			539496									
22.12.2016	4964	546723	546723	535788			535789									
23.12.2016	7357	540752	540752	529936			529937									
24.12.2016	5779	537293	537293	526547			526548									
25.12.2016	6546	532326	532326	521679			521680									
26.12.2016	5937	528225	528225	517660			517661									
27.12.2016	5290	523597	523597	513125			513126									
28.12.2016	4092	518415	518415	508046			508047									
29.12.2016	3398	512138	512138	501895			501896									
30.12.2016	3563	505293	505293	495187			495188									
31.12.2016	4442	498750	498750	488775			488775									
01.01.2017	5018	493217	493217	483352			483353									
02.01.2017	4249	488370	488370	478602			478603									
03.01.2017	2610	482851	482851	473193			473194									
04.01.2017	4654	475803	475803	466286			466287									
05.01.2017	2550	470940	470940	461521			461522									
06.01.2017	4129	464071	464071	454789			454790									
07.01.2017	4492	458918	458918	449739			449740									
08.01.2017	3466	454231	454231	445146			445147									
09.01.2017	4423	448612	448612	439639			439640									
10.01.2017	2971	444062	444062	435180			435181									
11.01.2017	3552	438151	438151	429387			429388									
12.01.2017	4041	432939	432939	424280			424281									
13.01.2017	3865	428321	428321	419754			419755									
14.01.2017	2625	423619	423619	415146			415147									
15.01.2017	1914	417771	417771	409415			409416									
16.01.2017	2501	411329	411329	403102			403103									
17.01.2017	3452	405603	405603	397490			397491									
18.01.2017	3339	400942	400942	392923			392924									
19.01.2017	2426	396262	396262	388336			388337									
20.01.2017	3218	390762	390762	382946			382947									
21.01.2017	1714	386164	386164	378440			378441									
22.01.2017	3692	380154	380154	372550			372551									
23.01.2017	3560	376242	376242	368717			368718									
24.01.2017	4590	372277	372277	364831			364832									
25.01.2017	3085	369421	369421	362032			362033									
26.01.2017	4204	365117	365117	357814			357815									
27.01.2017	3774	362018	362018	354777			354778									
28.01.2017	2699	358551	358551	351379			351380									
29.01.2017	3098	354078	354078	346996			346997									
30.01.2017	2848	350094	350094	343092			343093									
31.01.2017	4045	345940	345940	339021			339022									
01.02.2017	4484	343066	343066	336204			336205									
02.02.2017	3911	340688	340688	333874			333875									
03.02.2017	3231	337785	337785	331029			331030									
04.02.2017	3056	334260	334260	327574			327575									
05.02.2017	3838	330630	330630	324017			324018									
06.02.2017	3357	327855	327855	321297			321298									
07.02.2017	2951	324654	324654	318160			318161									
08.02.2017	2552	321111	321111	314688			314689									
09.02.2017	2497	317240	317240	310895			310896									
10.02.2017	3136	313392	313392	307124			307125									
11.02.2017	3607	310260	310260	304054			304055									
12.02.2017	2212	307661	307661	301507			301508									
13.02.2017	3066	303719	303719	297644			297645									
14.02.2017	3222	300710	300710	294695			294696									
15.02.2017	3784	297917	297917	291958			291959									
16.02.2017	3227	295742	295742	289827			289828									
17.02.2017	3740	293054	293054	287192			287193									
18.02.2017	2257	290932	290932	285113			285114									
19.02.2017	2915	287370	287370	281622			281623									
20.02.2017	3482	284537	284537	278846			278847									
21.02.2017	3736	282328	282328	276681			276682									
22.02.2017	2540	280417	280417	274808			274809									
23.02.2017	3011	277348	277348	271801			271802									
24.02.2017	3038	274812	274812	269315			269316									
25.02.2017	2893	272353	272353	266905			266906									
26.02.2017	3242	269798	269798	264402			264403									
27.02.2017	3560	267644	267644	262291			262292									
28.02.2017	3416	265851	265851	260533			260534									
01.03.2017	2845	263949	263949	258670			258671									
02.03.2017	3515	261515	261515	256284			256285									
03.03.2017	3170	259799	259799	254603			254604									
04.03.2017	2961	257773	257773	252617			252618									
05.03.2017	3054	255578	255578	250466			250467									
06.03.2017	3980	253520	253520	248449			248450									
07.03.2017	3864	252429	252429	247380			247381									
08.03.2017	3305	251244	251244	246219			246220									
09.03.2017	4341	249524	249524	244533			244534									
10.03.2017	3579	248874	248874	243896			243897									
11.03.2017	4476	247475	247475	242525			242526									
12.03.2017	3347	247001	247001	242060			242061									
13.03.2017	5506	245407	245407	240498			240499									
14.03.2017	4463	246004	246004	241083			241084									
15.03.2017	5732	245546	245546	240635			240636									
16.03.2017	6330	246367	246367	241439			241440									
17.03.2017	6912	247769	247769	242813			242814									
18.03.2017	6238	249725	249725	244730			244731									
19.03.2017	7691	250968	250968	245948			245949									
20.03.2017	7767	253639	253639	248566			248567									
21.03.2017	9413	256333	256333	251206			251207									
22.03.2017	9392	260619	260619	255406			255407									
23.03.2017	10866	264798	264798	259502			259503									
24.03.2017	11737	270368	270368	264960			264961									
25.03.2017	11284	276697	276697	271163			271164									
26.03.2017	12375	282447	282447	276798			276799									
27.03.2017	13547	289173	289173	283389			283390									
28.03.2017	15554	296936	296936	290997			290998									
29.03.2017	15473	306551	306551	300419			300420									
30.03.2017	16657	315892	315892	309574			309575									
31.03.2017	17436	326231	326231	319706			319707									
01.04.2017	17781	337142	337142	330399			330400									
02.04.2017	18432	348180	348180	341216			341217									
03.04.2017	18923	359648	359648	352455			352456									
04.04.2017	20937	371378	371378	363950			363951									
05.04.2017	20664	384887	384887	377189			377190									
06.04.2017	21331	397853	397853	389895			389896									
07.04.2017	22391	411226	411226	403001			403002									
08.04.2017	21199	425392	425392	416884			416885									
09.04.2017	20525	438083	438083	429321			429322									
10.04.2017	20865	449846	449846	440849			440850									
11.04.2017	20625	461714	461714	452479			452480									
12.04.2017	19453	473104	473104	463641			463642									
13.04.2017	19629	483094	483094	473432			473433									
14.04.2017	17850	493061	493061	483199			483200									
15.04.2017	17411	501049	501049	491028			491029									
16.04.2017	16217	508439	508439	498270			498271									
17.04.2017	15955	514487	514487	504197			504198									
18.04.2017	13865	520152	520152	509748			509749									
19.04.2017	12522	523613	523613	513140			513141									
20.04.2017	12189	525662	525662	515148			515149									
21.04.2017	12388	527337	527337	516790			516791									
22.04.2017	10842	529178	529178	518594			518595									
23.04.2017	9376	529436	529436	518847			518848									
24.04.2017	9513	528223	528223	517658			517659									
25.04.2017	8465	527171	527171	516627			516628									
26.04.2017	7902	525092	525092	514590			514591									
27.04.2017	7286	522492	522492	512042			512043									
28.04.2017	6772	519328	519328	508941			508942									
29.04.2017	6047	515713	515713	505398			505399									
30.04.2017	4827	511445	511445	501216			501217									
01.05.2017	3814	506043	506043	495922			495923									
02.05.2017	4983	499736	499736	489741			489742									
03.05.2017	4242	494724	494724	484829			484830									
04.05.2017	3437	489071	489071	479289			479290									
05.05.2017	4654	482726	482726	473071			473072									
06.05.2017	3864	477725	477725	468170			468171									
07.05.2017	2516	472034	472034	462593			462594									
08.05.2017	2579	465109	465109	455806			455807									
09.05.2017	2298	458385	458385	449217			449218									
10.05.2017	1890	451515	451515	442484			442485									
11.05.2017	3461	444374	444374	435486			435487									
12.05.2017	3442	438947	438947	430168			430169									
13.05.2017	2531	433610	433610	424937			424938									
14.05.2017	2858	427468	427468	418918			418919									
15.05.2017	2462	421776	421776	413340			413341									
16.05.2017	2152	415802	415802	407485			407486									
17.05.2017	2439	409637	409637	401444			401445									
18.05.2017	1834	403883	403883	395805			395806									
19.05.2017	2537	397639	397639	389686			389687									
20.05.2017	2892	392223	392223	384378			384379									
21.05.2017	2841	387270	387270	379524			379525									
22.05.2017	3192	382365	382365	374717			374718									
23.05.2017	1398	377909	377909	370350			370351									
24.05.2017	2476	371748	371748	364313			364314									
25.05.2017	2796	366789	366789	359453			359454									
26.05.2017	2814	362249	362249	355004			355005									
27.05.2017	2423	357818	357818	350661			350662									
28.05.2017	2834	353084	353084	346022			346023									
29.05.2017	3749	348856	348856	341878			341879									
30.05.2017	3381	345627	345627	338714			338715									
31.05.2017	2261	342095	342095	335253			335254									
01.06.2017	3396	337514	337514	330763			330764									
02.06.2017	2092	334159	334159	327475			327476									
03.06.2017	3219	329567	329567	322975			322976									
